"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-449147","R-HSA-449147","Signaling by Interle...","179/2698","355/6616",0.000101181214856476,0.00845200414767761,0.00707913482188816,"VIM/TNFRSF1B/TMEM189-UBE2V1/PSME3/PSMD1/MAPK14/PITPNA/IL11RA/CD86/STXBP2/NFKB1/VRK3/MAPKAPK3/SYK/ITGAM/HNRNPDL/ITGB2/LYN/UBE2N/YES1/CD36/STAT3/GRB2/DUSP3/TALDO1/MMP9/LCN2/IL6R/PAK2/ALOX5/ICAM1/HCK/LCP1/CSF1R/SOD2/NFKBIA/IL13RA1/HMOX1/PTPN18/STAT5B/IL23A/TP53/IL17RA/PSMD2/STAT5A/IRAK3/PSME4/RELA/MAP3K7/MAPK1/ANXA2/PTPN2/IL1RN/CSF2RA/MSN/CD4/CFL1/PTAFR/TGFB1/FOXO3/IFNG/FPR1/MEF2A/MYD88/SQSTM1/CNN2/F13A1/CEBPD/NFKBIB/RPLP0/LMNB1/NKIRAS2/SNRPA1/ATF1/TNFRSF1A/IRS2/RAP1B/BLNK/FYN/MAPK3/PTPN6/PRKACA/IL18R1/VAV1/TBK1/RPS6KA1/HIST1H3H/PSMC1/PSMC4/ATF2/FOXO1/CANX/PSMB3/MAP3K3/UBC/CCR1/MAP2K3/BRWD1/ZEB1/ARF1/VAMP2/RPS6KA2/PSMC3/PIK3CD/IL2RG/CXCL8/CRK/HSP90AA1/IL6ST/PDCD4/POU2F1/PPP2R1A/IL1R2/PSMA2/TIMP1/ITGB1/IL15/S1PR1/APP/BCL2L1/IL26/PSMC6/MAPKAPK2/LCK/HMGB1/CDKN1A/MAPK8/LGALS9/GAB2/IL9R/SOCS5/CASP3/JAK2/SHC1/UBB/S100A12/IL12A/TOLLIP/PSMD4/HGF/STAT4/PSMD5/PTGS2/PSMF1/CRKL/GATA3/PPP2CB/PSMA1/SMAD3/SOCS2/HIST1H3D/CLCF1/FASLG/IL1RAP/P4HB/IL4/SKP1/IL7/INPP5D/FSCN1/IL10/VEGFA/PSMD10/COL1A2/HIST1H3G/PSMB1/SOD1/BTRC/MAP3K8/RPS27A/S100B/HSP90B1/PPIA/PSMB2/PSMD12/CHUK/PSMD8/SMARCA4/PSMA3",179
"R-HSA-76002","R-HSA-76002","Platelet activation,...","108/2698","202/6616",0.000147385548380707,0.0103750789826465,0.00868984226966736,"APLP2/F5/ITPR3/PSAP/PECAM1/CSK/MAPK14/GNA15/STXBP2/SYK/GNB1/ACTN1/SERPINA1/LYN/RHOG/CD36/PLEK/GRB2/CAP1/TLN1/WDR1/ALDOA/ANXA5/FLNA/VCL/ITGA2B/RASGRP1/RAC1/PRKCD/SPARC/CLU/LAMP2/RAC2/MAPK1/PRKCB/MPL/ITGB3/PDPK1/CFL1/SRC/TGFB1/PLCG2/CDC37L1/GNAI2/F13A1/ORM1/HSPA5/PIK3CG/RAP1B/LAT/NHLRC2/FYN/MAPK3/PTPN6/ACTN4/TAGLN2/GP1BA/PHACTR2/ARRB1/EGF/MGLL/VAV1/APBB1IP/PDGFA/TUBA4A/GNAQ/FCER1G/THBS1/RASGRP2/FAM3C/TTN/SELP/CALM3/CRK/TIMP1/GP9/PRKCQ/APP/PFN1/LCK/GP1BB/CLEC1B/ENDOD1/SHC1/HGF/GNG5/ITPR1/HABP4/DGKG/TBXA2R/THPO/RHOA/STXBP3/MANF/GNG3/SERPINA4/QSOX1/VEGFA/TEX264/RAB27B/PCDH7/COL1A2/PF4/SOD1/ITIH4/GNB2/PPIA/PROS1",108
"R-HSA-3247509","R-HSA-3247509","Chromatin modifying ...","107/2698","200/6616",0.000152742346671817,0.0103750789826465,0.00868984226966736,"OGT/TBL1X/NCOA1/KDM5B/SUPT7L/NFKB1/PADI4/PHF21A/BRD1/SMARCC1/CHD4/EED/ATF7IP/MRGBP/KMT2A/PADI2/MORF4L2/PRMT5/RELA/SETD2/KDM3A/KANSL2/SMYD2/USP22/ING4/YEATS4/NCOR1/MSL1/NSD1/KDM4A/TAF5L/RBBP4/SMARCD3/ZZZ3/KDM6B/HIST1H2BH/KAT2B/PHF20/ARID4B/ARID1A/SUPT3H/HCFC1/SMARCD2/KAT6A/DNMT3A/GATAD2A/RCOR1/KAT8/HIST1H2BK/HIST1H4B/KAT7/ACTB/HIST1H3H/ATF2/KDM2A/KDM1A/BRWD1/SAP130/HIST1H2BE/KDM4B/NSD2/RPS2/HIST1H2BJ/KDM6A/HIST1H2BD/SUZ12/KDM5A/SMARCA2/ASH2L/HIST1H2AE/HIST1H4H/RIOX2/GPS2/SETD1B/PRMT3/H2AFJ/JAK2/KAT2A/RUVBL1/HIST1H2BF/DR1/SMARCC2/KDM4C/HIST1H3D/SMARCE1/TAF9/ATXN7/BRMS1/NCOR2/HIST1H2AJ/ASH1L/MTA1/HIST1H4A/HIST1H2BI/H2AFV/NCOA2/HIST1H2BC/KAT6B/HIST2H2AA3/HIST1H3G/ENY2/HIST1H2BG/HIST1H2AD/KMT2B/HIST1H2AG/NSD3/SMARCA4",107
"R-HSA-4839726","R-HSA-4839726","Chromatin organizati...","107/2698","200/6616",0.000152742346671817,0.0103750789826465,0.00868984226966736,"OGT/TBL1X/NCOA1/KDM5B/SUPT7L/NFKB1/PADI4/PHF21A/BRD1/SMARCC1/CHD4/EED/ATF7IP/MRGBP/KMT2A/PADI2/MORF4L2/PRMT5/RELA/SETD2/KDM3A/KANSL2/SMYD2/USP22/ING4/YEATS4/NCOR1/MSL1/NSD1/KDM4A/TAF5L/RBBP4/SMARCD3/ZZZ3/KDM6B/HIST1H2BH/KAT2B/PHF20/ARID4B/ARID1A/SUPT3H/HCFC1/SMARCD2/KAT6A/DNMT3A/GATAD2A/RCOR1/KAT8/HIST1H2BK/HIST1H4B/KAT7/ACTB/HIST1H3H/ATF2/KDM2A/KDM1A/BRWD1/SAP130/HIST1H2BE/KDM4B/NSD2/RPS2/HIST1H2BJ/KDM6A/HIST1H2BD/SUZ12/KDM5A/SMARCA2/ASH2L/HIST1H2AE/HIST1H4H/RIOX2/GPS2/SETD1B/PRMT3/H2AFJ/JAK2/KAT2A/RUVBL1/HIST1H2BF/DR1/SMARCC2/KDM4C/HIST1H3D/SMARCE1/TAF9/ATXN7/BRMS1/NCOR2/HIST1H2AJ/ASH1L/MTA1/HIST1H4A/HIST1H2BI/H2AFV/NCOA2/HIST1H2BC/KAT6B/HIST2H2AA3/HIST1H3G/ENY2/HIST1H2BG/HIST1H2AD/KMT2B/HIST1H2AG/NSD3/SMARCA4",107
"R-HSA-5578749","R-HSA-5578749","Transcriptional regu...","47/2698","76/6616",0.000157323623839013,0.0103750789826465,0.00868984226966736,"AGO1/POLR2H/NUP98/NUP107/NUP54/POM121/HIST1H2BH/HIST1H2BK/HIST1H4B/POLR2E/HIST1H3H/TPR/H3F3A/NUP58/POLR2K/POLR2B/NUP42/HIST1H2BE/NDC1/HIST1H2BJ/HIST1H2BD/H3F3B/RAN/HIST1H2AE/RANBP2/POLR2A/HIST1H4H/NUP160/SEC13/H2AFJ/HIST1H2BF/NUP43/NUP50/NUP214/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/IPO8/HIST1H2BC/NUP93/HIST2H2AA3/HIST1H3G/POLR2C/HIST1H2BG/HIST1H2AD",47
"R-HSA-5357801","R-HSA-5357801","Programmed Cell Deat...","83/2698","150/6616",0.000192786441695226,0.0113837305125595,0.00953465730333252,"CD14/VIM/PSME3/PSMD1/STAT3/GSN/DFFB/TJP2/PAK2/YWHAH/TP53/PSMD2/PRKCD/PSME4/STK24/PPP3CC/MAPK1/KPNB1/FNTA/YWHAB/KPNA1/BIRC3/LMNB1/BCAP31/ADD1/MAPK3/TLR4/FADD/STK26/MAGED1/BIRC2/AKT3/PSMC1/PSMC4/BMX/PSMB3/UBC/GAS2/BAD/ACIN1/CFLAR/PPP3R1/PSMC3/PMAIP1/PSMA2/PRKCQ/BCL2L1/PSMC6/HMGB1/LMNA/SEPTIN4/BID/HIST1H1C/YWHAQ/CYCS/MAPK8/BCL2L11/CTNNB1/CASP3/UBB/PSMD4/PSMD5/OPA1/PSMF1/SPTAN1/APC/PSMA1/FASLG/FAS/YWHAE/PSMD10/APIP/PSMB1/SFN/HMGB2/RPS27A/ROCK1/PSMB2/PSMD12/PSMD8/CASP7/PSMA3/APAF1",83
"R-HSA-109582","R-HSA-109582","Hemostasis...","223/2698","457/6616",0.000198944612057476,0.0113837305125595,0.00953465730333252,"APLP2/F5/ITPR3/SLC7A7/PSAP/PECAM1/CSK/SDC4/MAPK14/GNA15/STXBP2/SYK/ITGAM/GNB1/ACTN1/SERPINA1/GLG1/ITGB2/LYN/RHOG/YES1/CD36/PLEK/GRB2/PHF21A/CAP1/TLN1/TUBB1/WDR1/EHD1/ALDOA/CAPZB/ANXA5/F11R/CD47/MFN1/FLNA/SELPLG/VCL/ITGA2B/DOCK2/RASGRP1/RAC1/DOCK9/TP53/PRKCD/MFN2/SPARC/CLU/LAMP2/RAC2/MAPK1/PRKCB/MPL/ITGB3/ANXA2/PDPK1/TUBA1A/GNAS/CFL1/SRC/ITPK1/EHD3/TGFB1/TUBA1B/SLC16A3/SIRPA/TUBA3C/PLCG2/PPP2R5C/CDC37L1/GNAI2/GUCY1A1/F13A1/NFE2/ORM1/CD48/TUBA1C/PRKAR2A/HSPA5/PIK3CG/ORAI2/RAP1B/P2RX7/LAT/SLC7A6/NHLRC2/FYN/MAPK3/PTPN6/PRKACA/ACTN4/TAGLN2/TFPI/AKAP1/DOCK5/GP1BA/PHACTR2/ARRB1/CD2/DOCK3/EGF/MGLL/VAV1/APBB1IP/PRKACB/PDGFA/RCOR1/PRCP/ITGA6/TUBA4A/GNAQ/SH2B2/ACTB/ITGAV/HIST1H3H/FCER1G/CENPE/THBS1/RASGRP2/ATP2B4/ITGA5/H3F3A/FGR/FAM3C/KDM1A/KRAS/KIF3B/TTN/SELP/CEACAM8/PLAUR/ATP2A2/CD44/CALM3/CRK/KIF3C/PPP2R1A/TIMP1/CDK5/ITGB1/KIF1B/GP9/PRKCQ/APP/TUBB4B/PFN1/IRF2/ITGAL/LCK/ABL1/H3F3B/GP1BB/ATP2B1/CLEC1B/SH2B1/DOCK10/P2RX5/SLC7A5/STIM1/CD177/ENDOD1/JAK2/TUBB3/CEACAM1/SHC1/KCNMB3/CDK2/HGF/CEACAM6/GNG5/RAD51B/ITPR1/HABP4/JMJD1C/DGKG/PF4V1/GATA3/PPP2CB/TUBB2A/SLC16A1/TREM1/HIST1H3D/TBXA2R/GATA1/JAM3/SRI/THPO/RHOA/STXBP3/MANF/SLC7A11/GNG3/SERPINA4/CEACAM3/INPP5D/GYPB/QSOX1/RAD51C/KIF2A/VEGFA/CD84/TEX264/RAB27B/GUCY1B1/PCDH7/SERPINB6/PDE10A/COL1A2/HIST1H3G/PF4/SOD1/ITIH4/PLCG1/IFNA5/SELL/SERPINB8/GNB2/BSG/PPIA/VPS45/GRB14/PROS1",223
"R-HSA-162909","R-HSA-162909","Host Interactions of...","69/2698","121/6616",0.000199873959518204,0.0113837305125595,0.00953465730333252,"PSME3/PSMD1/AP2B1/ATP6V1H/PAK2/HCK/NUP98/DOCK2/RAC1/CUL5/XPO1/PSMD2/PSME4/NUP107/KPNB1/NPM1/CD4/ELMO1/NUP54/KPNA1/POM121/FYN/PSIP1/PSMC1/PSMC4/TPR/PSMB3/NUP58/UBC/CD28/NUP42/ARF1/PSMC3/NDC1/AP2S1/PSMA2/AP2M1/PSMC6/LCK/RAN/RANBP2/RANGAP1/NUP160/SEC13/UBB/PSMD4/NUP43/PSMD5/NUP50/NUP214/PSMF1/PSMA1/CCNT1/SKP1/CD8B/PSMD10/NUP93/AP2A2/PSMB1/BTRC/RPS27A/ELOC/PPIA/PSMB2/PACS1/PSMD12/PSMD8/PSMA3/APOBEC3G",69
"R-HSA-212300","R-HSA-212300","PRC2 methylates hist...","30/2698","44/6616",0.000210373138297952,0.0114607627081449,0.00959917706558618,"EED/MTF2/RBBP4/HIST1H2BH/JARID2/DNMT3A/HIST1H2BK/HIST1H4B/HIST1H3H/PHF1/H3F3A/HIST1H2BE/HIST1H2BJ/HIST1H2BD/SUZ12/H3F3B/HIST1H2AE/HIST1H4H/H2AFJ/HIST1H2BF/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD",30
"R-HSA-68877","R-HSA-68877","Mitotic Prometaphase...","83/2698","151/6616",0.000259167414257514,0.0133904082499309,0.0112153879322729,"OFD1/CSNK2A1/BUB3/NCAPD2/RAD21/TUBB1/CEP290/ACTR1A/PAFAH1B1/SPDL1/CEP135/NUP98/CNTRL/CEP192/XPO1/NUP107/CCP110/ITGB3BP/TUBA1A/KNTC1/DCTN1/TUBA1B/NDEL1/TUBA3C/MIS12/PPP2R5C/TUBA1C/CLASP1/CEP57/HAUS3/PRKACA/CEP70/MAD2L1/B9D2/SMC4/FGFR1OP/MAPRE1/TUBA4A/PPP1CC/CENPE/CEP76/CLASP2/PDS5A/HAUS7/CKAP5/HSP90AA1/PPP2R1A/MZT2B/AKAP9/NDC80/TUBB4B/PDS5B/CETN2/TUBGCP2/RANBP2/SMC2/TUBB/STAG2/PCM1/RANGAP1/NUP160/SEC13/CENPC/TUBB3/TUBG2/CSNK1D/NUP43/SFI1/CENPI/CEP152/SMC1A/PPP2CB/TUBB2A/HAUS6/YWHAE/AHCTF1/KIF2A/NCAPH/CDK5RAP2/WAPL/MZT2A/CENPQ/PCNT",83
"R-HSA-109581","R-HSA-109581","Apoptosis...","82/2698","149/6616",0.000267166964284335,0.0133904082499309,0.0112153879322729,"CD14/VIM/PSME3/PSMD1/STAT3/GSN/DFFB/TJP2/PAK2/YWHAH/TP53/PSMD2/PRKCD/PSME4/STK24/PPP3CC/MAPK1/KPNB1/FNTA/YWHAB/KPNA1/LMNB1/BCAP31/ADD1/MAPK3/TLR4/FADD/STK26/MAGED1/BIRC2/AKT3/PSMC1/PSMC4/BMX/PSMB3/UBC/GAS2/BAD/ACIN1/CFLAR/PPP3R1/PSMC3/PMAIP1/PSMA2/PRKCQ/BCL2L1/PSMC6/HMGB1/LMNA/SEPTIN4/BID/HIST1H1C/YWHAQ/CYCS/MAPK8/BCL2L11/CTNNB1/CASP3/UBB/PSMD4/PSMD5/OPA1/PSMF1/SPTAN1/APC/PSMA1/FASLG/FAS/YWHAE/PSMD10/APIP/PSMB1/SFN/HMGB2/RPS27A/ROCK1/PSMB2/PSMD12/PSMD8/CASP7/PSMA3/APAF1",82
"R-HSA-427359","R-HSA-427359","SIRT1 negatively reg...","28/2698","41/6616",0.000327951449706896,0.0153778777840986,0.0128800303698461,"TAF1D/TBP/HIST1H2BH/HIST1H2BK/HIST1H4B/TAF1C/HIST1H3H/H3F3A/HIST1H2BE/HIST1H2BJ/HIST1H2BD/H3F3B/TAF1A/HIST1H2AE/HIST1H4H/H2AFJ/HIST1H2BF/SIRT1/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD",28
"R-HSA-5250924","R-HSA-5250924","B-WICH complex posit...","38/2698","60/6616",0.000331366879625429,0.0153778777840986,0.0128800303698461,"TAF1D/GSK3B/TBP/POLR2H/SF3B1/HIST1H2BH/KAT2B/HIST1H2BK/SMARCA5/HIST1H4B/POLR2E/TAF1C/ACTB/HIST1H3H/H3F3A/POLR2K/BAZ1B/HIST1H2BE/HIST1H2BJ/HIST1H2BD/H3F3B/TAF1A/HIST1H2AE/HIST1H4H/H2AFJ/KAT2A/HIST1H2BF/DEK/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD",38
"R-HSA-211000","R-HSA-211000","Gene Silencing by RN...","53/2698","90/6616",0.000366742253895005,0.0164117158618015,0.0137459408696737,"AGO1/POLR2H/MYBL1/NUP98/NUP107/NUP54/POM121/HIST1H2BH/TSNAX/HIST1H2BK/HIST1H4B/POLR2E/HIST1H3H/TPR/H3F3A/NUP58/POLR2K/POLR2B/NUP42/HIST1H2BE/NDC1/HSP90AA1/HIST1H2BJ/HIST1H2BD/H3F3B/RAN/PRKRA/HIST1H2AE/RANBP2/POLR2A/HIST1H4H/NUP160/SEC13/DICER1/H2AFJ/HIST1H2BF/NUP43/NUP50/NUP214/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/IPO8/HIST1H2BC/NUP93/HIST2H2AA3/HIST1H3G/POLR2C/HIST1H2BG/HIST1H2AD/PIWIL2",53
"R-HSA-210990","R-HSA-210990","PECAM1 interactions...","11/2698","12/6616",0.000385627673781502,0.0166617750085594,0.0139553826047244,"PECAM1/LYN/YES1/ITGB3/SRC/FYN/PTPN6/ITGAV/LCK/INPP5D/PLCG1",11
"R-HSA-162587","R-HSA-162587","HIV Life Cycle...","72/2698","130/6616",0.000483620558599795,0.0201992186641848,0.0169182349797893,"TBP/VPS37C/XRCC6/POLR2H/CCNT2/NUP98/VPS37B/XPO1/TAF11/NMT2/NUP107/UBAP1/CD4/NUP54/KPNA1/POM121/NCBP2/TAF7/CHMP2A/ELOA/PSIP1/GTF2F1/POLR2E/MVB12B/LIG1/TPR/TAF2/NUP58/GTF2E1/UBC/SSRP1/POLR2K/POLR2B/NUP42/NDC1/TSG101/SUPT4H1/ERCC2/TAF9B/XRCC5/CHMP2B/TAF6/RAN/TAF4/RANBP2/POLR2A/LIG4/RANGAP1/GTF2A1/CHMP5/NUP160/SEC13/UBB/FURIN/NUP43/NUP50/NELFE/NUP214/TAF9/TAF1/CCNT1/TCEA1/NEDD4L/NUP93/ERCC3/POLR2C/RNMT/RPS27A/ELOC/NCBP1/PPIA/CTDP1",72
"R-HSA-2559582","R-HSA-2559582","Senescence-Associate...","44/2698","73/6616",0.000567854142845133,0.0222403222781562,0.0186277996482729,"NFKB1/STAT3/CDC27/RELA/MAPK1/HIST1H2BH/MAPK3/ANAPC10/HIST1H2BK/CCNA2/HIST1H4B/RPS6KA1/HIST1H3H/H3F3A/UBC/RPS6KA2/HIST1H2BE/CXCL8/HIST1H2BJ/HIST1H2BD/H3F3B/HIST1H2AE/CDKN1A/CDC16/CDKN1B/HIST1H4H/H2AFJ/UBB/CDK2/HIST1H2BF/UBE2E1/CDC23/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/FZR1/HIST1H2BC/HIST2H2AA3/HIST1H3G/RPS27A/HIST1H2BG/HIST1H2AD",44
"R-HSA-380320","R-HSA-380320","Recruitment of NuMA ...","45/2698","75/6616",0.000567989076537109,0.0222403222781562,0.0186277996482729,"OFD1/TUBB1/CEP290/ACTR1A/PAFAH1B1/CEP135/CNTRL/CEP192/CCP110/TUBA1A/DCTN1/TUBA1B/TUBA3C/TUBA1C/CLASP1/CEP57/HAUS3/PRKACA/CEP70/FGFR1OP/MAPRE1/TUBA4A/CEP76/HAUS7/CKAP5/HSP90AA1/PPP2R1A/MZT2B/AKAP9/TUBB4B/CETN2/TUBGCP2/TUBB/PCM1/TUBB3/TUBG2/CSNK1D/SFI1/CEP152/TUBB2A/HAUS6/YWHAE/CDK5RAP2/MZT2A/PCNT",45
"R-HSA-111465","R-HSA-111465","Apoptotic cleavage o...","22/2698","31/6616",0.000636490974220943,0.0237120649527403,0.0198604853680699,"VIM/GSN/TJP2/PRKCD/STK24/FNTA/LMNB1/BCAP31/ADD1/STK26/BIRC2/BMX/GAS2/ACIN1/PRKCQ/LMNA/CTNNB1/CASP3/SPTAN1/APC/ROCK1/CASP7",22
"R-HSA-8866654","R-HSA-8866654","E3 ubiquitin ligases...","29/2698","44/6616",0.000643423949236368,0.0237120649527403,0.0198604853680699,"VCP/UBE2N/UBE2L3/HLTF/PAF1/WAC/HIST1H2BH/RTF1/HIST1H2BK/PEX2/UBC/UBE2D3/HIST1H2BE/WDR61/HIST1H2BJ/DERL1/UBE2V2/HIST1H2BD/RNF40/UBB/HIST1H2BF/UBE2E1/PEX12/HIST1H2BI/HIST1H2BC/CDC73/UBE2A/RPS27A/HIST1H2BG",29
"R-HSA-68875","R-HSA-68875","Mitotic Prophase...","60/2698","106/6616",0.000663001285823906,0.0237354460324958,0.0198800686305694,"LPIN1/RAB2A/NUP98/GOLGA2/MAPK1/PRKCB/NUP107/LEMD3/NUP54/POM121/LMNB1/HIST1H2BH/MAPK3/SMC4/HIST1H2BK/HIST1H4B/HIST1H3H/TPR/H3F3A/NUP58/NUP42/USO1/BLZF1/HIST1H2BE/NDC1/HIST1H2BJ/ENSA/HIST1H2BD/PPP2R1A/LPIN2/H3F3B/LMNA/TMPO/HIST1H2AE/RANBP2/SMC2/HIST1H4H/NUP160/SEC13/H2AFJ/HIST1H2BF/RAB1A/NUP43/NUP50/NUP214/PPP2CB/HIST1H3D/CTDNEP1/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/VRK2/HIST1H2BC/NUP93/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD/VRK1",60
"R-HSA-114608","R-HSA-114608","Platelet degranulati...","57/2698","100/6616",0.000708486154435384,0.0241831046073229,0.0202550134779694,"APLP2/F5/PSAP/PECAM1/STXBP2/ACTN1/SERPINA1/CD36/PLEK/CAP1/TLN1/WDR1/ALDOA/ANXA5/FLNA/VCL/ITGA2B/SPARC/CLU/LAMP2/ITGB3/CFL1/TGFB1/CDC37L1/F13A1/ORM1/HSPA5/NHLRC2/ACTN4/TAGLN2/PHACTR2/EGF/PDGFA/TUBA4A/THBS1/FAM3C/TTN/SELP/CALM3/TIMP1/APP/PFN1/ENDOD1/HGF/HABP4/MANF/SERPINA4/QSOX1/VEGFA/TEX264/RAB27B/PCDH7/PF4/SOD1/ITIH4/PPIA/PROS1",57
"R-HSA-73728","R-HSA-73728","RNA Polymerase I Pro...","24/2698","35/6616",0.000800948385052778,0.0241831046073229,0.0202550134779694,"HIST1H2BH/MAPK3/HIST1H2BK/HIST1H4B/HIST1H3H/H3F3A/HIST1H2BE/HIST1H2BJ/HIST1H2BD/H3F3B/HIST1H2AE/HIST1H4H/H2AFJ/HIST1H2BF/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD",24
"R-HSA-69620","R-HSA-69620","Cell Cycle Checkpoin...","113/2698","220/6616",0.000806689003142683,0.0241831046073229,0.0202550134779694,"ATM/PSME3/PSMD1/BUB3/DNA2/UBE2N/MDC1/ATR/BABAM2/ORC2/ORC3/PAFAH1B1/SPDL1/YWHAH/WRN/NUP98/CDC27/TP53/XPO1/PSMD2/PSME4/CDC7/NUP107/ITGB3BP/KNTC1/NDEL1/MIS12/PPP2R5C/YWHAB/MCM5/TOP3A/CLASP1/HERC2/HIST1H2BH/PHF20/RFC2/ANAPC10/MAD2L1/B9D2/ORC5/DBF4/RFC5/MAPRE1/HIST1H2BK/CCNA2/HIST1H4B/PPP1CC/PSMC1/PSMC4/RAD17/CENPE/PSMB3/UBC/CLASP2/RPA1/PIAS4/HIST1H2BE/PSMC3/RFC4/NSD2/CKAP5/HIST1H2BJ/UBE2V2/NBN/HIST1H2BD/PPP2R1A/PSMA2/NDC80/PSMC6/CDKN1A/RANBP2/YWHAQ/CDC16/RFC3/ORC6/CDKN1B/HIST1H4H/RANGAP1/NUP160/SEC13/SUMO1/CENPC/UBB/BRCC3/CDK2/HIST1H2BF/PSMD4/NUP43/CENPI/PSMD5/UBE2E1/PSMF1/PPP2CB/PSMA1/CDC23/YWHAE/AHCTF1/HIST1H4A/KIF2A/HIST1H2BI/PSMD10/HIST1H2BC/PSMB1/RAD1/SFN/RPS27A/HIST1H2BG/CENPQ/PSMB2/PSMD12/PSMD8/PSMA3/BARD1",113
"R-HSA-5617472","R-HSA-5617472","Activation of anteri...","48/2698","82/6616",0.000824430175800586,0.0241831046073229,0.0202550134779694,"HOXB2/PIAS2/EED/POLR2H/CNOT9/YY1/NCOR1/RBBP4/RXRA/HIST1H2BH/RARA/HIST1H2BK/HIST1H4B/POLR2E/HIST1H3H/CTCF/H3F3A/POLR2K/POLR2B/MAFB/PBX1/HIST1H2BE/HIST1H2BJ/MEIS1/KDM6A/HIST1H2BD/SUZ12/H3F3B/ASH2L/HIST1H2AE/POLR2A/HIST1H4H/NCOA3/H2AFJ/HIST1H2BF/CNOT6/HIST1H3D/HOXC4/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/POLR2C/HIST1H2BG/HIST1H2AD",48
"R-HSA-5619507","R-HSA-5619507","Activation of HOX ge...","48/2698","82/6616",0.000824430175800586,0.0241831046073229,0.0202550134779694,"HOXB2/PIAS2/EED/POLR2H/CNOT9/YY1/NCOR1/RBBP4/RXRA/HIST1H2BH/RARA/HIST1H2BK/HIST1H4B/POLR2E/HIST1H3H/CTCF/H3F3A/POLR2K/POLR2B/MAFB/PBX1/HIST1H2BE/HIST1H2BJ/MEIS1/KDM6A/HIST1H2BD/SUZ12/H3F3B/ASH2L/HIST1H2AE/POLR2A/HIST1H4H/NCOA3/H2AFJ/HIST1H2BF/CNOT6/HIST1H3D/HOXC4/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/POLR2C/HIST1H2BG/HIST1H2AD",48
"R-HSA-380270","R-HSA-380270","Recruitment of mitot...","40/2698","66/6616",0.000856833759247693,0.0241831046073229,0.0202550134779694,"OFD1/CEP290/ACTR1A/PAFAH1B1/CEP135/CNTRL/CEP192/CCP110/TUBA1A/DCTN1/CLASP1/CEP57/HAUS3/PRKACA/CEP70/FGFR1OP/MAPRE1/TUBA4A/CEP76/CDK11B/HAUS7/CKAP5/HSP90AA1/PPP2R1A/MZT2B/AKAP9/TUBB4B/CETN2/TUBGCP2/TUBB/PCM1/TUBG2/CSNK1D/SFI1/CEP152/HAUS6/YWHAE/CDK5RAP2/MZT2A/PCNT",40
