"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-380287","R-HSA-380287","Centrosome maturatio...","40/2698","66/6616",0.000856833759247693,0.0241831046073229,0.0202550134779694,"OFD1/CEP290/ACTR1A/PAFAH1B1/CEP135/CNTRL/CEP192/CCP110/TUBA1A/DCTN1/CLASP1/CEP57/HAUS3/PRKACA/CEP70/FGFR1OP/MAPRE1/TUBA4A/CEP76/CDK11B/HAUS7/CKAP5/HSP90AA1/PPP2R1A/MZT2B/AKAP9/TUBB4B/CETN2/TUBGCP2/TUBB/PCM1/TUBG2/CSNK1D/SFI1/CEP152/HAUS6/YWHAE/CDK5RAP2/MZT2A/PCNT",40
"R-HSA-5693607","R-HSA-5693607","Processing of DNA do...","43/2698","72/6616",0.000857092243395186,0.0241831046073229,0.0202550134779694,"ATM/DNA2/UBE2N/MDC1/ATR/BABAM2/PPP4C/WRN/TOP3A/HERC2/HIST1H2BH/RFC2/RFC5/HIST1H2BK/CCNA2/HIST1H4B/RAD17/UBC/RPA1/PIAS4/HIST1H2BE/RFC4/NSD2/HIST1H2BJ/UBE2V2/NBN/HIST1H2BD/SUMO2/RFC3/HIST1H4H/SUMO1/UBB/BRCC3/CDK2/HIST1H2BF/TIPIN/HIST1H4A/HIST1H2BI/HIST1H2BC/RAD1/RPS27A/HIST1H2BG/BARD1",43
"R-HSA-69473","R-HSA-69473","G2/M DNA damage chec...","41/2698","68/6616",0.000858959211578767,0.0241831046073229,0.0202550134779694,"ATM/DNA2/UBE2N/MDC1/ATR/BABAM2/YWHAH/WRN/TP53/YWHAB/TOP3A/HERC2/HIST1H2BH/RFC2/RFC5/HIST1H2BK/HIST1H4B/RAD17/RPA1/PIAS4/HIST1H2BE/RFC4/NSD2/HIST1H2BJ/UBE2V2/NBN/HIST1H2BD/YWHAQ/RFC3/HIST1H4H/SUMO1/BRCC3/HIST1H2BF/YWHAE/HIST1H4A/HIST1H2BI/HIST1H2BC/RAD1/SFN/HIST1H2BG/BARD1",41
"R-HSA-69481","R-HSA-69481","G2/M Checkpoints...","72/2698","132/6616",0.000868507348227876,0.0241831046073229,0.0202550134779694,"ATM/PSME3/PSMD1/DNA2/UBE2N/MDC1/ATR/BABAM2/ORC2/ORC3/YWHAH/WRN/TP53/PSMD2/PSME4/CDC7/YWHAB/MCM5/TOP3A/HERC2/HIST1H2BH/RFC2/ORC5/DBF4/RFC5/HIST1H2BK/HIST1H4B/PSMC1/PSMC4/RAD17/PSMB3/UBC/RPA1/PIAS4/HIST1H2BE/PSMC3/RFC4/NSD2/HIST1H2BJ/UBE2V2/NBN/HIST1H2BD/PSMA2/PSMC6/YWHAQ/RFC3/ORC6/HIST1H4H/SUMO1/UBB/BRCC3/CDK2/HIST1H2BF/PSMD4/PSMD5/PSMF1/PSMA1/YWHAE/HIST1H4A/HIST1H2BI/PSMD10/HIST1H2BC/PSMB1/RAD1/SFN/RPS27A/HIST1H2BG/PSMB2/PSMD12/PSMD8/PSMA3/BARD1",72
"R-HSA-8878171","R-HSA-8878171","Transcriptional regu...","92/2698","175/6616",0.000929015175496601,0.0246283092807043,0.0206279030141238,"HIPK2/AGO1/PSME3/PSMD1/CSNK2A1/RNF2/SMARCC1/ITCH/TAL1/ITGA2B/KMT2A/PSMD2/PSME4/CCND2/PRKCB/CR1/RYBP/SRC/IFNG/NFE2/BMI1/SMARCD3/HIST1H2BH/KAT2B/ARID1A/GP1BA/CBFB/SPI1/SMARCD2/HIST1H2BK/PHC2/HIST1H4B/TCF12/HIST1H3H/PSMC1/PSMC4/ELF2/THBS1/H3F3A/PSMB3/UBC/ELF1/HIST1H2BE/PSMC3/HIST1H2BJ/HIST1H2BD/PSMA2/PRKCQ/PML/PSMC6/SMARCA2/ABL1/H3F3B/ASH2L/MYL9/HIST1H2AE/HIST1H4H/SETD1B/PHC1/H2AFJ/UBB/HIST1H2BF/PSMD4/PSMD5/AUTS2/PSMF1/SMARCC2/GATA3/PSMA1/HIST1H3D/GATA1/SMARCE1/HIST1H2AJ/HIST1H4A/HIST1H2BI/PSMD10/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/PSMB1/PF4/RPS27A/HIST1H2BG/HIST1H2AD/KMT2B/PSMB2/NR4A3/PSMD12/PSMD8/SMARCA4/PSMA3",92
"R-HSA-76005","R-HSA-76005","Response to elevated...","59/2698","105/6616",0.000940525787534617,0.0246283092807043,0.0206279030141238,"APLP2/F5/PSAP/PECAM1/STXBP2/ACTN1/SERPINA1/CD36/PLEK/CAP1/TLN1/WDR1/ALDOA/ANXA5/FLNA/VCL/ITGA2B/SPARC/CLU/LAMP2/PRKCB/ITGB3/CFL1/TGFB1/CDC37L1/F13A1/ORM1/HSPA5/NHLRC2/ACTN4/TAGLN2/PHACTR2/EGF/PDGFA/TUBA4A/THBS1/FAM3C/TTN/SELP/CALM3/TIMP1/APP/PFN1/ENDOD1/HGF/HABP4/STXBP3/MANF/SERPINA4/QSOX1/VEGFA/TEX264/RAB27B/PCDH7/PF4/SOD1/ITIH4/PPIA/PROS1",59
"R-HSA-5625886","R-HSA-5625886","Activated PKN1 stimu...","26/2698","39/6616",0.000943462765741268,0.0246283092807043,0.0206279030141238,"HIST1H2BH/HIST1H2BK/HIST1H4B/HIST1H3H/H3F3A/KDM1A/HIST1H2BE/HIST1H2BJ/HIST1H2BD/H3F3B/HIST1H2AE/HIST1H4H/H2AFJ/HIST1H2BF/KDM4C/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/NCOA2/HIST1H2BC/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD",26
"R-HSA-162599","R-HSA-162599","Late Phase of HIV Li...","65/2698","118/6616",0.00108179797358049,0.0276631196101296,0.0231697654062244,"TBP/VPS37C/POLR2H/CCNT2/NUP98/VPS37B/XPO1/TAF11/NMT2/NUP107/UBAP1/NUP54/POM121/NCBP2/TAF7/CHMP2A/ELOA/GTF2F1/POLR2E/MVB12B/TPR/TAF2/NUP58/GTF2E1/UBC/SSRP1/POLR2K/POLR2B/NUP42/NDC1/TSG101/SUPT4H1/ERCC2/TAF9B/CHMP2B/TAF6/RAN/TAF4/RANBP2/POLR2A/RANGAP1/GTF2A1/CHMP5/NUP160/SEC13/UBB/FURIN/NUP43/NUP50/NELFE/NUP214/TAF9/TAF1/CCNT1/TCEA1/NEDD4L/NUP93/ERCC3/POLR2C/RNMT/RPS27A/ELOC/NCBP1/PPIA/CTDP1",65
"R-HSA-5250913","R-HSA-5250913","Positive epigenetic ...","43/2698","73/6616",0.00127166685418358,0.0314579468636729,0.026348194247979,"TAF1D/GSK3B/TBP/CHD4/POLR2H/SF3B1/RBBP4/HIST1H2BH/KAT2B/GATAD2A/HIST1H2BK/SMARCA5/HIST1H4B/POLR2E/TAF1C/ACTB/HIST1H3H/H3F3A/POLR2K/BAZ1B/HIST1H2BE/HIST1H2BJ/HIST1H2BD/CBX3/H3F3B/TAF1A/HIST1H2AE/HIST1H4H/H2AFJ/KAT2A/HIST1H2BF/DEK/HIST1H3D/HIST1H2AJ/MTA1/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD",43
"R-HSA-5693565","R-HSA-5693565","Recruitment and ATM-...","35/2698","57/6616",0.00128041124504973,0.0314579468636729,0.026348194247979,"ATM/UBE2N/MDC1/BABAM2/TP53/KDM4A/HERC2/HIST1H2BH/HIST1H2BK/SMARCA5/HIST1H4B/UBC/PIAS4/BAZ1B/HIST1H2BE/KDM4B/NSD2/HIST1H2BJ/UBE2V2/NBN/HIST1H2BD/ABL1/MAPK8/HIST1H4H/SUMO1/UBB/BRCC3/HIST1H2BF/BAP1/HIST1H4A/HIST1H2BI/HIST1H2BC/RPS27A/HIST1H2BG/BARD1",35
"R-HSA-72203","R-HSA-72203","Processing of Capped...","106/2698","207/6616",0.0013234045429331,0.0318889594672149,0.0267091969494798,"SRSF5/SRSF7/HNRNPD/METTL3/SRSF2/ZC3H11A/SRSF6/PCBP2/SF3A1/POLR2H/DDX5/SNRNP70/SF3B1/SRSF11/HNRNPA1/HNRNPUL1/THOC5/NUP98/SRSF3/SRRM1/THOC2/SF3B2/HNRNPU/SF3B4/SMNDC1/SRSF10/NUP107/TRA2B/PPWD1/DHX15/U2SURP/RBM5/NUP54/TFIP11/GCFC2/WTAP/POM121/ZMAT5/NCBP2/PRPF31/SNRPA1/CASC3/LSM8/HNRNPA3/SNRPN/THOC1/HNRNPC/PCBP1/SART1/GTF2F1/POLR2E/LSM5/EIF4A3/SNRPD1/CHTOP/PRPF4/NXF1/TPR/PRPF8/HNRNPH1/SNRPB2/NUP58/POLR2K/POLR2B/NUP42/CTNNBL1/PRPF3/NDC1/PPIE/PABPN1/DHX9/UPF3B/CDC5L/PCF11/SNRNP27/MAGOH/CHERP/EIF4E/PRPF6/RANBP2/BCAS2/LSM7/POLR2A/SRSF1/NUP160/SNRPF/HNRNPK/SEC13/SRSF9/CSTF2T/NUP43/LSM2/NUP50/NXT1/NUP214/SNRPB/WBP4/SF3B3/ELAVL1/PUF60/PRCC/NUP93/LSM3/POLR2C/NUDT21/NCBP1",106
"R-HSA-8939236","R-HSA-8939236","RUNX1 regulates tran...","55/2698","98/6616",0.0014355974449181,0.0339396905374034,0.0284268252747438,"PSME3/PSMD1/ITCH/TAL1/KMT2A/PSMD2/PSME4/HIST1H2BH/CBFB/SPI1/HIST1H2BK/HIST1H4B/TCF12/HIST1H3H/PSMC1/PSMC4/H3F3A/PSMB3/UBC/HIST1H2BE/PSMC3/HIST1H2BJ/HIST1H2BD/PSMA2/PSMC6/ABL1/H3F3B/HIST1H2AE/HIST1H4H/H2AFJ/UBB/HIST1H2BF/PSMD4/PSMD5/PSMF1/GATA3/PSMA1/HIST1H3D/GATA1/HIST1H2AJ/HIST1H4A/HIST1H2BI/PSMD10/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/PSMB1/RPS27A/HIST1H2BG/HIST1H2AD/PSMB2/PSMD12/PSMD8/PSMA3",55
"R-HSA-5334118","R-HSA-5334118","DNA methylation...","24/2698","36/6616",0.00147904648850435,0.0343193564832583,0.0287448216186907,"HIST1H2BH/DNMT3A/HIST1H2BK/HIST1H4B/HIST1H3H/H3F3A/HIST1H2BE/HIST1H2BJ/HIST1H2BD/H3F3B/HIST1H2AE/HIST1H4H/H2AFJ/HIST1H2BF/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD",24
"R-HSA-175474","R-HSA-175474","Assembly Of The HIV ...","11/2698","13/6616",0.00157560987018408,0.0358952575880119,0.0300647471880101,"VPS37C/VPS37B/NMT2/UBAP1/MVB12B/UBC/TSG101/UBB/FURIN/RPS27A/PPIA",11
"R-HSA-2565942","R-HSA-2565942","Regulation of PLK1 A...","43/2698","74/6616",0.00185178066373335,0.0386286641395376,0.0323541631848775,"OFD1/CEP290/ACTR1A/RAB8A/PAFAH1B1/CEP135/CNTRL/CEP192/CCP110/TUBA1A/DCTN1/CLASP1/CEP57/HAUS3/PRKACA/CEP70/FGFR1OP/MAPRE1/TUBA4A/CEP76/UBC/HAUS7/PPP1R12A/CKAP5/HSP90AA1/PPP2R1A/AKAP9/TUBB4B/CETN2/TUBB/PCM1/UBB/CSNK1D/SFI1/CEP152/BORA/HAUS6/SKP1/YWHAE/CDK5RAP2/BTRC/RPS27A/PCNT",43
"R-HSA-983705","R-HSA-983705","Signaling by the B C...","57/2698","103/6616",0.00185399390977343,0.0386286641395376,0.0323541631848775,"ITPR3/PSME3/PSMD1/TRPC1/NFKB1/SYK/LYN/AHCYL1/GRB2/NFKBIA/FKBP1A/RASGRP1/PSMD2/PSME4/RELA/MAP3K7/PRKCB/PLCG2/PPP3CB/NFKBIB/ORAI2/BLNK/FYN/PTPN6/VAV1/PSMC1/PSMC4/PSMB3/UBC/NFATC1/KRAS/PPP3R1/PSMC3/PIK3CD/CALM3/MALT1/PSMA2/PSMC6/STIM1/UBB/PSMD4/PSMD5/ITPR1/PSMF1/PSMA1/SKP1/PSMD10/CD79B/PSMB1/BTRC/RPS27A/PPIA/PSMB2/PSMD12/CHUK/PSMD8/PSMA3",57
"R-HSA-2029481","R-HSA-2029481","FCGR activation...","9/2698","10/6616",0.00196096346673149,0.0386286641395376,0.0323541631848775,"SYK/LYN/YES1/HCK/SRC/FYN/FCGR2A/FGR/FCGR1A",9
"R-HSA-380259","R-HSA-380259","Loss of Nlp from mit...","35/2698","58/6616",0.00197549023208275,0.0386286641395376,0.0323541631848775,"OFD1/CEP290/ACTR1A/PAFAH1B1/CEP135/CNTRL/CEP192/CCP110/TUBA1A/DCTN1/CLASP1/CEP57/HAUS3/PRKACA/CEP70/FGFR1OP/MAPRE1/TUBA4A/CEP76/HAUS7/CKAP5/HSP90AA1/PPP2R1A/AKAP9/TUBB4B/CETN2/TUBB/PCM1/CSNK1D/SFI1/CEP152/HAUS6/YWHAE/CDK5RAP2/PCNT",35
"R-HSA-380284","R-HSA-380284","Loss of proteins req...","35/2698","58/6616",0.00197549023208275,0.0386286641395376,0.0323541631848775,"OFD1/CEP290/ACTR1A/PAFAH1B1/CEP135/CNTRL/CEP192/CCP110/TUBA1A/DCTN1/CLASP1/CEP57/HAUS3/PRKACA/CEP70/FGFR1OP/MAPRE1/TUBA4A/CEP76/HAUS7/CKAP5/HSP90AA1/PPP2R1A/AKAP9/TUBB4B/CETN2/TUBB/PCM1/CSNK1D/SFI1/CEP152/HAUS6/YWHAE/CDK5RAP2/PCNT",35
"R-HSA-5693606","R-HSA-5693606","DNA Double Strand Br...","35/2698","58/6616",0.00197549023208275,0.0386286641395376,0.0323541631848775,"ATM/UBE2N/MDC1/BABAM2/TP53/KDM4A/HERC2/HIST1H2BH/HIST1H2BK/SMARCA5/HIST1H4B/UBC/PIAS4/BAZ1B/HIST1H2BE/KDM4B/NSD2/HIST1H2BJ/UBE2V2/NBN/HIST1H2BD/ABL1/MAPK8/HIST1H4H/SUMO1/UBB/BRCC3/HIST1H2BF/BAP1/HIST1H4A/HIST1H2BI/HIST1H2BC/RPS27A/HIST1H2BG/BARD1",35
"R-HSA-2454202","R-HSA-2454202","Fc epsilon receptor ...","64/2698","118/6616",0.00198384501550311,0.0386286641395376,0.0323541631848775,"ITPR3/TMEM189-UBE2V1/PSME3/PSMD1/NFKB1/SYK/LYN/UBE2N/AHCYL1/PAK1/GRB2/PAK2/NFKBIA/RASGRP1/RAC1/PSMD2/PSME4/RELA/MAP3K7/MAPK1/PDPK1/PLCG2/PPP3CB/LAT/FYN/MAPK3/ITK/VAV1/PSMC1/PSMC4/FCER1G/RASGRP2/PSMB3/UBC/NFATC1/KRAS/PPP3R1/PSMC3/CALM3/MALT1/PSMA2/PRKCQ/PSMC6/MAPK8/GAB2/SHC1/UBB/PSMD4/PSMD5/ITPR1/LAT2/PSMF1/PSMA1/SKP1/PSMD10/PSMB1/BTRC/PLCG1/RPS27A/PSMB2/PSMD12/CHUK/PSMD8/PSMA3",64
"R-HSA-429947","R-HSA-429947","Deadenylation of mRN...","15/2698","20/6616",0.00200388122032717,0.0386286641395376,0.0323541631848775,"EIF4G1/EIF4A2/CNOT1/CNOT9/EIF4A1/PABPC1/PAN2/PAIP1/EIF4A3/CNOT3/EIF4E/TUT4/CNOT6/CNOT8/CNOT2",15
"R-HSA-8862803","R-HSA-8862803","Deregulated CDK5 tri...","15/2698","20/6616",0.00200388122032717,0.0386286641395376,0.0323541631848775,"CAST/SOD2/GOLGA2/CAPNS1/FOXO3/LMNB1/CDK5R1/CAPN1/CDK5/APP/LMNA/BCL2L11/FASLG/YWHAE/PRDX2",15
"R-HSA-8863678","R-HSA-8863678","Neurodegenerative Di...","15/2698","20/6616",0.00200388122032717,0.0386286641395376,0.0323541631848775,"CAST/SOD2/GOLGA2/CAPNS1/FOXO3/LMNB1/CDK5R1/CAPN1/CDK5/APP/LMNA/BCL2L11/FASLG/YWHAE/PRDX2",15
"R-HSA-168255","R-HSA-168255","Influenza Life Cycle...","70/2698","131/6616",0.00210529429447511,0.0399686931966259,0.0334765296904574,"HSPA1A/POLR2H/NUP98/XPO1/RPL10/NUP107/KPNB1/RPL17/NUP54/RPL15/KPNA1/POM121/RPLP0/HSPA1B/RPL37A/RPS16/DNAJC3/RPL5/RPL31/RPL10A/GTF2F1/POLR2E/RPS28/RPS13/CLTC/RPL14/TPR/RPL13A/CANX/NUP58/POLR2K/RPL24/RPL8/POLR2B/NUP42/RPS3/RPSA/NDC1/RPS14/RPS2/RPS21/HSP90AA1/RPS6/RPL18A/RPS20/RPS8/RPL22/RPL35A/CLTA/RAN/RANBP2/POLR2A/NUP160/SEC13/RPL10L/RPL7A/NUP43/NUP50/NUP214/RPS9/RPL13/RPS4X/RPL3/RPS5/NUP93/GRSF1/POLR2C/RPL12/RPS27A/RPL36",70
"R-HSA-5205647","R-HSA-5205647","Mitophagy...","16/2698","22/6616",0.00240604460154669,0.0449966251602687,0.0376877685426874,"CSNK2A1/MFN1/MTERF3/MFN2/SRC/SQSTM1/TOMM20/UBC/PINK1/ATG12/ATG5/ULK1/UBB/VDAC1/RPS27A/TOMM7",16
"R-HSA-437239","R-HSA-437239","Recycling pathway of...","24/2698","37/6616",0.00259374654596222,0.0471259494032035,0.0394712240559448,"EZR/AP2B1/DPYSL2/TUBB1/MAPK1/MSN/TUBA1A/SRC/TUBA1B/TUBA3C/TUBA1C/TUBA4A/ACTB/RPS6KA1/CLTC/RPS6KA2/AP2S1/AP2M1/TUBB4B/CLTA/TUBB3/TUBB2A/AP2A2/RDX",24
"R-HSA-5620912","R-HSA-5620912","Anchoring of the bas...","44/2698","77/6616",0.00259512410919477,0.0471259494032035,0.0394712240559448,"OFD1/AHI1/CEP290/ACTR1A/RAB8A/PAFAH1B1/CEP135/CNTRL/CEP192/IQCB1/CCP110/TUBA1A/MARK4/DCTN1/CEP83/CLASP1/CEP162/CEP57/HAUS3/PRKACA/CEP70/B9D2/FGFR1OP/MAPRE1/TUBA4A/CEP76/HAUS7/CKAP5/HSP90AA1/PPP2R1A/AKAP9/KIF24/TUBB4B/CETN2/TUBB/PCM1/CSNK1D/SFI1/CEP152/HAUS6/YWHAE/CDK5RAP2/RAB11A/PCNT",44
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase an...","82/2698","158/6616",0.00276826496389652,0.047629446016486,0.0398929371012194,"PSME3/PSMD1/BUB3/RAD21/TUBB1/PAFAH1B1/SPDL1/NUP98/CDC27/XPO1/PSMD2/PSME4/NUP107/ITGB3BP/TUBA1A/KNTC1/TUBA1B/NDEL1/LEMD3/TUBA3C/MIS12/PPP2R5C/LMNB1/TUBA1C/CLASP1/FBXO5/ANAPC10/MAD2L1/B9D2/MAPRE1/TUBA4A/PPP1CC/PSMC1/PSMC4/CENPE/PSMB3/UBC/CLASP2/PDS5A/PSMC3/CKAP5/PPP2R1A/PSMA2/NDC80/TUBB4B/PSMC6/PDS5B/LMNA/TMPO/RANBP2/CDC16/STAG2/RANGAP1/NUP160/SEC13/CENPC/TUBB3/UBB/PSMD4/NUP43/CENPI/PSMD5/UBE2E1/SMC1A/PSMF1/PPP2CB/TUBB2A/PSMA1/CDC23/AHCTF1/KIF2A/PSMD10/VRK2/PSMB1/WAPL/RPS27A/CENPQ/PSMB2/PSMD12/VRK1/PSMD8/PSMA3",82
"R-HSA-164952","R-HSA-164952","The role of Nef in H...","17/2698","24/6616",0.00277699384299751,0.047629446016486,0.0398929371012194,"AP2B1/ATP6V1H/PAK2/HCK/DOCK2/RAC1/CD4/ELMO1/FYN/CD28/ARF1/AP2S1/AP2M1/LCK/CD8B/AP2A2/PACS1",17
"R-HSA-3108214","R-HSA-3108214","SUMOylation of DNA d...","39/2698","67/6616",0.00284130385859638,0.047629446016486,0.0398929371012194,"SP100/MDC1/RNF2/RAD21/PIAS2/WRN/NUP98/NUP107/RAD52/NUP54/NSMCE4A/POM121/BMI1/HERC2/SMC6/TDG/PHC2/TPR/NUP58/RPA1/NUP42/PIAS4/NDC1/SUMO2/PML/CETN2/RANBP2/STAG2/NUP160/SEC13/SUMO1/PHC1/NUP43/NUP50/NUP214/SMC1A/SMC5/NUP93/PARP1",39
"R-HSA-606279","R-HSA-606279","Deposition of new CE...","28/2698","45/6616",0.00291282187960343,0.047629446016486,0.0398929371012194,"NPM1/ITGB3BP/RBBP4/HIST1H2BH/HIST1H2BK/SMARCA5/HIST1H4B/HIST1H2BE/HIST1H2BJ/MIS18BP1/HIST1H2BD/HIST1H2AE/CENPX/HIST1H4H/CENPC/H2AFJ/RUVBL1/HIST1H2BF/CENPI/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H2BG/CENPQ/HIST1H2AD",28
"R-HSA-774815","R-HSA-774815","Nucleosome assembly...","28/2698","45/6616",0.00291282187960343,0.047629446016486,0.0398929371012194,"NPM1/ITGB3BP/RBBP4/HIST1H2BH/HIST1H2BK/SMARCA5/HIST1H4B/HIST1H2BE/HIST1H2BJ/MIS18BP1/HIST1H2BD/HIST1H2AE/CENPX/HIST1H4H/CENPC/H2AFJ/RUVBL1/HIST1H2BF/CENPI/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/HIST2H2AA3/HIST1H2BG/CENPQ/HIST1H2AD",28
"R-HSA-8854518","R-HSA-8854518","AURKA Activation by ...","36/2698","61/6616",0.0029480542016641,0.047629446016486,0.0398929371012194,"OFD1/CEP290/ACTR1A/PAFAH1B1/CEP135/CNTRL/CEP192/CCP110/TUBA1A/DCTN1/CLASP1/CEP57/HAUS3/PRKACA/CEP70/FGFR1OP/MAPRE1/TUBA4A/CEP76/HAUS7/CKAP5/HSP90AA1/PPP2R1A/AKAP9/TUBB4B/CETN2/TUBB/PCM1/CSNK1D/SFI1/CEP152/TPX2/HAUS6/YWHAE/CDK5RAP2/PCNT",36
"R-HSA-73772","R-HSA-73772","RNA Polymerase I Pro...","34/2698","57/6616",0.00299175624352926,0.047629446016486,0.0398929371012194,"TAF1D/TBP/POLR2H/RRN3/HIST1H2BH/HIST1H2BK/HIST1H4B/POLR2E/TAF1C/HIST1H3H/H3F3A/POLR2K/HIST1H2BE/HIST1H2BJ/HIST1H2BD/ERCC2/CBX3/H3F3B/TAF1A/HIST1H2AE/HIST1H4H/H2AFJ/HIST1H2BF/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/HIST1H2BC/ERCC3/HIST2H2AA3/HIST1H3G/HIST1H2BG/HIST1H2AD",34
"R-HSA-168254","R-HSA-168254","Influenza Infection...","74/2698","141/6616",0.00299241096683171,0.047629446016486,0.0398929371012194,"HSPA1A/POLR2H/NUP98/XPO1/RPL10/NUP107/KPNB1/TGFB1/RPL17/NUP54/RPL15/KPNA1/POM121/RPLP0/HSPA1B/RPL37A/RPS16/DNAJC3/RPL5/RPL31/RPL10A/GTF2F1/POLR2E/RPS28/KPNA3/RPS13/CLTC/RPL14/TPR/RPL13A/CANX/NUP58/POLR2K/RPL24/RPL8/POLR2B/NUP42/RPS3/RPSA/NDC1/RPS14/KPNA4/RPS2/RPS21/PABPN1/HSP90AA1/RPS6/RPL18A/RPS20/RPS8/RPL22/RPL35A/CLTA/RAN/RANBP2/POLR2A/NUP160/SEC13/RPL10L/RPL7A/NUP43/NUP50/NUP214/RPS9/RPL13/RPS4X/RPL3/RPS5/NUP93/GRSF1/POLR2C/RPL12/RPS27A/RPL36",74
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence...","74/2698","141/6616",0.00299241096683171,0.047629446016486,0.0398929371012194,"AGO1/MAP4K4/E2F3/ATM/MAPK14/NFKB1/MAPKAPK3/RNF2/STAT3/UBN1/EED/CDC27/TP53/RELA/MAP3K5/MAPK1/RBBP4/BMI1/LMNB1/KDM6B/HIST1H2BH/MAPK3/TERF2/ANAPC10/ETS2/HIST1H2BK/PHC2/CCNA2/HIST1H4B/RPS6KA1/HIST1H3H/ASF1A/H3F3A/UBC/MAP2K3/RPS6KA2/HIST1H2BE/CXCL8/HIST1H2BJ/NBN/HIST1H2BD/SUZ12/ERF/MAPKAPK2/POT1/H3F3B/HIST1H2AE/CDKN1A/HIST1H1C/MAPK8/CDC16/HIRA/CDKN1B/HIST1H4H/PHC1/H2AFJ/UBB/CDK2/HIST1H2BF/UBE2E1/MINK1/CDC23/HIST1H3D/HIST1H2AJ/HIST1H4A/HIST1H2BI/H2AFV/FZR1/HIST1H2BC/HIST2H2AA3/HIST1H3G/RPS27A/HIST1H2BG/HIST1H2AD",74
"R-HSA-2029482","R-HSA-2029482","Regulation of actin ...","33/2698","55/6616",0.00300297385099952,0.047629446016486,0.0398929371012194,"CYFIP1/SYK/PAK1/GRB2/MYH9/MYO5A/ARPC1B/RAC1/WAS/MAPK1/CFL1/ARPC1A/ELMO1/WIPF1/WIPF2/NCKAP1L/MAPK3/FCGR2A/NF2/WASF2/VAV1/ACTB/MYO9B/ARPC2/CRK/HSP90AA1/CYFIP2/FCGR1A/ABL1/ARPC4/NCKAP1/ACTR2/ABI1",33
